Date;booking-luxury-b2b_reservations_kpi;booking-luxury-b2b_reservations_id;booking-luxury-b2b_trev_net;booking-luxury-b2b_trev_gross;booking-luxury-b2c_reservations_kpi;booking-luxury-b2c_reservations_id;booking-luxury-b2c_trev_net;booking-luxury-b2c_trev_gross;booking-rest-b2b_reservations_kpi;booking-rest-b2b_reservations_id;booking-rest-b2b_trev_net;booking-rest-b2b_trev_gross;booking-rest-b2c_reservations_kpi;booking-rest-b2c_reservations_id;booking-rest-b2c_trev_net;booking-rest-b2c_trev_gross;dir_web-luxury-b2b_reservations_kpi;dir_web-luxury-b2b_reservations_id;dir_web-luxury-b2b_trev_net;dir_web-luxury-b2b_trev_gross;dir_web-luxury-b2c_reservations_kpi;dir_web-luxury-b2c_reservations_id;dir_web-luxury-b2c_trev_net;dir_web-luxury-b2c_trev_gross;dir_web-rest-b2b_reservations_kpi;dir_web-rest-b2b_reservations_id;dir_web-rest-b2b_trev_net;dir_web-rest-b2b_trev_gross;dir_web-rest-b2c_reservations_kpi;dir_web-rest-b2c_reservations_id;dir_web-rest-b2c_trev_net;dir_web-rest-b2c_trev_gross;resto_otas-luxury-b2b_reservations_kpi;resto_otas-luxury-b2b_reservations_id;resto_otas-luxury-b2b_trev_net;resto_otas-luxury-b2b_trev_gross;resto_otas-luxury-b2c_reservations_kpi;resto_otas-luxury-b2c_reservations_id;resto_otas-luxury-b2c_trev_net;resto_otas-luxury-b2c_trev_gross;resto_otas-rest-b2b_reservations_kpi;resto_otas-rest-b2b_reservations_id;resto_otas-rest-b2b_trev_net;resto_otas-rest-b2b_trev_gross;resto_otas-rest-b2c_reservations_kpi;resto_otas-rest-b2c_reservations_id;resto_otas-rest-b2c_trev_net;resto_otas-rest-b2c_trev_gross
2022-06-13;;;;;67.0;67;49504.615648273;58300.30975121;6.999999999999998;7.0;2468.940648;2707.321382;5465.216666666666;5478;864439.440737086;1022417.750490578;;;;;6.0;6;7506.741913697;7506.741913697;244.4;252;36289.692436229;36460.037732229;2684.5166666666664;2690;631134.478096191;631143.814543191;3.0;3.0;1198.049817;1405.591717;4.999999999999999;5.0;6792.391157999999;7665.677431;226.16666666666663;228;30993.490391849;35826.891818703;1330.5;1331;257264.043029029;297258.237143323
2022-06-20;2.0;2.0;1977.169232;2113.407761;53.99999999999999;54;42015.412638301;49870.128108322;7.333333333333333;8.0;1141.695469;1227.242198;5873.917460317461;5887;993888.621666496;1176777.658747033;1.4999999999999998;2.0;2014.893386;2014.893386;9.0;9;9682.219411;9682.219411;321.3047619047619;375;98223.229901161;98395.671690161;2500.083333333333;2504;570307.798526469;570307.798526469;;;;;12.0;12.0;9302.548857942;10346.094465802;202.66666666666663;203;32360.554845287;36956.535424448;1277.1666666666667;1281;221499.470352182;254524.952514884
2022-06-27;;;;;25.0;25;20702.767180763;24476.414332229;11.0;11.0;722.593264;794.2110210000001;6083.179110105581;6093;972378.026894059;1148582.332311894;2.499999999999999;3.0;1508.640721;1508.640721;11.0;11;9422.189377772;9422.189377772;254.46666666666667;268;47531.379537181;47871.093462181;2927.035714285714;2935;653251.479763975;653431.382510975;;;;;8.0;8.0;7361.084359308001;8522.414107901;179.66666666666666;180;26674.756332188;30651.050159278;1282.0;1283;207688.062717957;239625.679814305
2022-07-04;;;;;37.0;37;28721.155497;33810.197678;7.399999999999999;8.0;1022.891387;1022.891387;6176.455882352941;6191;1048039.254601715;1240679.078272201;;;;;8.0;8;6661.33905889;6661.33905889;353.78846153846155;363;63182.147553;63676.038036;2848.887878787879;2853;695149.587896559;695267.936516559;0.9999999999999996;1.0;942.166687;942.166687;9.0;9.0;16323.650783;18693.666904;197.5;201;31801.654228744;36206.409745579;1273.9;1275;236205.725478703;270457.379186397
2022-07-11;;;;;30.0;30;22366.773821888;26487.361723223;10.2;11.0;920.532411;955.566991;5847.611111111111;5854;979691.398583213;1158026.513365284;0.5;1.0;588.679245;588.679245;13.0;13;12165.620770203;12165.620770203;323.7;329;65709.249688697;66697.02381869701;2886.342857142857;2894;658589.779430156;658642.102925156;;;;;6.999999999999999;7.0;4156.369344;4764.2648420000005;194.7333333333333;197;34507.303441342;39708.508958098;1282.0;1282;211615.397233034;242937.928761953
2022-07-18;;;;;39.0;39;22171.788983;26008.184762;15.5;16.0;2254.423461;2483.456435;6013.034967320261;6026;1002714.044477248;1185403.149039166;;;;;17.0;17;20424.868454;20538.547696;412.3333333333333;425;96778.883201359;97224.843365359;2666.8571428571427;2669;617133.762537478;617178.156065478;2.0;2.0;2481.014054;2661.029711;11.999999999999998;12.0;9013.571699;10455.681829;194.2;195;38438.501488801;43910.102885071;1318.3416666666667;1321;232673.308152441;267477.715363089
2022-07-25;;;;;32.0;32;19857.80772;23296.587226;8.0;8.0;969.704664;1094.547943;6336.628571428571;6345;1064178.482162853;1258094.739211533;0.9999999999999996;1.0;879.357798;977.064213;11.0;11;8787.07911;8787.07911;327.05555555555554;339;78863.32339267;79594.32932267;2874.6262987012988;2886;711718.471167686;711718.471167686;;;;;11.0;11.0;8004.110706747;9063.423716202;174.5;175;27614.085211372;31653.047476039;1373.8333333333333;1374;240423.160217217;276333.913957018
2022-08-01;;;;;44.5;45;27958.870614265;32890.074224329;4.0;4.0;874.531848;900.201845;6397.866666666667;6404;1105909.430353503;1307341.890885218;;;;;18.0;18;13524.538444646;13524.538444646;327.47814407814406;362;112735.061188777;117442.445927777;2801.9380952380952;2806;683843.790597757;683843.790597757;;;;;9.0;9.0;5830.050209999999;6545.476068;183.0;183;27866.272009925;32139.05664545;1327.2166666666667;1328;232764.518485866;267968.060252588
2022-08-08;;;;;34.5;35;26809.611074217;31446.481491084;5.25;6.0;1458.480827;1693.602928;6307.532967032967;6316;1063116.63536943;1257635.802619988;;;;;24.0;24;29863.030753863;29863.030753863;300.8024132730015;313;69567.048530698;70670.558076698;2784.855128205128;2790;654219.600465243;654219.600465243;;;;;6.0;6.0;5403.254335133;5700.474011204;174.83333333333334;176;28103.336279281;32154.156854079;1382.1666666666663;1384;255550.870311438;297402.512524797
2022-08-15;0.2222222222222222;1.0;87.249678658;87.249678658;33.0;33;15867.006519389;18746.312854663;9.733333333333333;11.0;1403.346618;1476.978396;6149.518253968254;6156;1081756.381477169;1280021.709001936;;;;;19.0;19;17506.149989845;17587.881986845;307.1787878787879;319;74971.94770656;75614.56288856;2869.7166666666667;2874;686446.450253122;686446.450253122;;;;;11.0;11.0;13865.688336482;15775.173502928;161.33333333333334;162;22516.397881083;25469.571757846;1360.5333333333333;1364;263490.070314375;304592.863294051
