Date;reservas;CRM_messages;Competencia;Destination_ads;Display_Segmentado;Festivos;Google_Hotel;Google_PMAX;Google_Search_Brand;Google_Search_Hybrid;Google_Search_No_Brand;Meta_branding;Meta_performance;Metabuscadores;OTA_Travel_ads;Offline_propio;Prospecting;Retargeting;Seatback_cabeceros;TikTok;Youtube;ari_metric;gri_index;mpi_metric;nps_index;promocionblackfriday;promociondiscovery_dollars;promociondoublenights;promocionupto10-offseason;promocionupto10-season;promocionupto15-offseason;promocionupto15-season;promocionupto20-season;promocionupto25-season;promocionupto30-season;promocionupto35-offseason;promocionupto40-offseason;rgi_metric;group;relative_ari_metric
2022-08-29;0.0;82443.0;24413029.53763441;1235.0;178370.0;0.0;4961.085481059333;0.0;89055.0;22899.0;49734.0;1453.0;107355.0;5348.276213543236;100562.1991263236;3328.4817204301075;2699412.0;171258.0;0.0;0.0;0.0;1.0282239284183263;80.04326923019231;0.946140747760956;35.54590570719603;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.9711032241633466;1;0.0282239284183263
2022-09-05;0.0;197552.0;26699663.666666668;3591.0;229657.0;0.0;6934.694721368453;0.0;100416.0;39406.0;107354.0;330.0;88807.0;9206.609770263252;105039.43564759698;2798.133333333333;2765410.0;182486.0;0.0;0.0;0.0;1.0324707894509804;80.08749224519231;0.9516355964352942;36.70127028458112;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.9760061219843136;1;0.0324707894509803
2022-09-12;0.0;139378.0;26699663.666666668;2112.0;259280.0;0.0;6478.437705335871;0.0;101630.0;48863.0;167271.0;950.0;96844.0;6193.301809926834;97981.55613901294;2798.133333333333;2763484.0;168369.0;0.0;15459.0;0.0;1.0385581271867703;80.13171526019231;0.952515610762646;37.85663486196621;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.9800257462062256;1;0.0385581271867703
2022-09-19;0.0;548065.0;26699663.666666668;1125.0;314532.0;0.0;7872.391827614554;0.0;93434.0;37558.0;76828.0;2079.0;105062.0;1742.314152542201;67843.55645630763;2798.133333333333;2431416.0;148070.0;0.0;39512.0;0.0;1.066932876627451;80.17593827519231;0.9352884867411764;39.011999439351314;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.9881566271686274;1;0.066932876627451
2022-09-26;0.0;188166.0;26221091.236559145;739.0;324422.0;0.0;7257.269752342115;0.0;102046.0;29057.0;47469.0;1770.0;104890.0;3437.997377514685;59393.61475130451;7772.150537634408;2799999.0;156269.0;0.0;16099.0;0.0;1.0407203424046694;80.22016129019231;0.947555947540856;40.16736401673641;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.9781386430505836;1;0.0407203424046693
2022-10-03;0.0;249259.0;25024660.161290325;2290.0;253659.0;1.0;5152.974963463456;0.0;90308.0;35063.0;54572.0;0.0;177976.0;3641.5105997294;52472.55087748599;20207.19354838709;2522984.0;151529.0;0.0;7176.0;0.0;1.0376974334478766;80.50351364757692;0.92302265903861;43.43362596139973;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.945825440907336;1;0.0376974334478765
2022-10-10;0.0;284929.0;25024660.161290325;2345.0;262607.0;0.0;7157.746917072635;0.0;95332.0;40130.0;58513.0;501.0;85722.0;3342.513380093512;84108.2794067204;20207.19354838709;2837205.0;157786.0;0.0;10051.0;0.0;1.0181520054787645;80.78686600496154;0.941739675100386;46.69988790606306;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.942593300814672;1;0.0181520054787645
2022-10-17;0.0;200542.0;25024660.161290325;1554.0;411524.0;0.0;8077.833755679165;0.0;93779.0;35213.0;49791.0;597.0;82488.0;6919.201823254685;96471.69572603736;20207.19354838709;2845008.0;158776.0;0.0;20562.0;0.0;1.042931418377432;81.07021836234615;0.9494569749533074;49.9661498507264;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.9832035979494164;1;0.042931418377432
2022-10-24;0.0;21.0;25024660.161290325;792.0;386126.0;0.0;6830.834523443097;0.0;102917.0;35053.0;112274.0;646.0;74834.0;15795.089335361614;88955.06208620832;20207.19354838709;2868216.0;143308.0;0.0;43706.0;0.0;1.0287124261367186;81.35357071973077;0.949333844;53.23241179538972;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.9670473608085938;1;0.0287124261367186
2022-10-31;0.0;0.0;31253708.451612905;657.0;259280.0;0.0;6850.978068196343;0.0;92527.0;50883.0;155704.0;94.0;32865.0;1024.3329250328502;49849.136961125456;53235.141935483865;6419195.0;154416.0;0.0;2674.0;0.0;1.0269770034392158;81.63692307711538;0.963005558019608;56.49867374005305;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.9755051727137256;1;0.0269770034392158
